"Date","Geography","Received","Approved"
"2021-08-23","Statewide",669,430
"2021-08-24","Oahu",188,269
"2021-08-24","Kauai",19,49
"2021-08-24","East Hawaii",46,62
"2021-08-24","West Hawaii",16,32
"2021-08-24","Maui County",32,54
"2021-08-24","Statewide",301,466
"2021-08-25","Oahu",153,259
"2021-08-25","Kauai",13,23
"2021-08-25","East Hawaii",25,91
"2021-08-25","West Hawaii",16,31
"2021-08-25","Maui County",28,37
"2021-08-25","Statewide",235,441
"2021-08-26","Oahu",162,262
"2021-08-26","Kauai",17,26
"2021-08-26","East Hawaii",26,47
"2021-08-26","West Hawaii",24,31
"2021-08-26","Maui County",31,45
"2021-08-26","Statewide",260,411
"2021-08-27","Oahu",163,286
"2021-08-27","Kauai",19,27
"2021-08-27","East Hawaii",37,95
"2021-08-27","West Hawaii",14,43
"2021-08-27","Maui County",26,48
"2021-08-27","Statewide",259,499
"2021-08-28","Oahu",13,402
"2021-08-28","Kauai",0,7
"2021-08-28","East Hawaii",4,119
"2021-08-28","West Hawaii",1,58
"2021-08-28","Maui County",1,64
"2021-08-28","Statewide",19,650
"2021-08-30","Oahu",313,216
"2021-08-30","Kauai",28,37
"2021-08-30","East Hawaii",57,70
"2021-08-30","West Hawaii",38,24
"2021-08-30","Maui County",53,34
"2021-08-30","Statewide",489,381
"2021-08-31","Oahu",201,262
"2021-08-31","Kauai",13,28
"2021-08-31","East Hawaii",35,74
"2021-08-31","West Hawaii",28,31
"2021-08-31","Maui County",31,51
"2021-08-31","Statewide",308,446
"2021-09-01","Oahu",260,407
"2021-09-01","Kauai",12,21
"2021-09-01","East Hawaii",68,158
"2021-09-01","West Hawaii",26,103
"2021-09-01","Maui County",63,80
"2021-09-01","Statewide",429,769
"2021-09-02","Oahu",174,258
"2021-09-02","Kauai",24,23
"2021-09-02","East Hawaii",53,102
"2021-09-02","West Hawaii",22,33
"2021-09-02","Maui County",29,58
"2021-09-02","Statewide",302,474
"2021-09-03","Oahu",211,338
"2021-09-03","Kauai",19,62
"2021-09-03","East Hawaii",61,88
"2021-09-03","West Hawaii",27,32
"2021-09-03","Maui County",28,41
"2021-09-03","Statewide",346,561
"2021-09-05","Oahu",0,
"2021-09-05","Kauai",1,
"2021-09-05","East Hawaii",0,
"2021-09-05","West Hawaii",0,
"2021-09-05","Maui County",0,
"2021-09-05","Statewide",1,
"2021-09-06","Oahu",1,
"2021-09-06","Kauai",0,
"2021-09-06","East Hawaii",0,
"2021-09-06","West Hawaii",0,
"2021-09-06","Maui County",0,
"2021-09-06","Statewide",1,
"2021-09-07","Oahu",525,496
"2021-09-07","Kauai",65,52
"2021-09-07","East Hawaii",147,75
"2021-09-07","West Hawaii",62,37
"2021-09-07","Maui County",105,40
"2021-09-07","Statewide",904,700
"2021-09-08","Oahu",246,393
"2021-09-08","Kauai",21,40
"2021-09-08","East Hawaii",62,97
"2021-09-08","West Hawaii",38,59
"2021-09-08","Maui County",49,70
"2021-09-08","Statewide",416,659
"2021-09-09","Oahu",259,282
"2021-09-09","Kauai",27,28
"2021-09-09","East Hawaii",49,80
"2021-09-09","West Hawaii",35,42
"2021-09-09","Maui County",55,48
"2021-09-09","Statewide",425,480
"2021-09-10","Oahu",192,283
"2021-09-10","Kauai",23,23
"2021-09-10","East Hawaii",58,125
"2021-09-10","West Hawaii",35,41
"2021-09-10","Maui County",39,66
"2021-09-10","Statewide",347,538
"2021-09-11","Oahu",1,
"2021-09-11","Kauai",0,
"2021-09-11","East Hawaii",0,
"2021-09-11","West Hawaii",0,
"2021-09-11","Maui County",0,
"2021-09-11","Statewide",1,
"2021-09-12","Oahu",0,
"2021-09-12","Kauai",0,
"2021-09-12","East Hawaii",1,
"2021-09-12","West Hawaii",0,
"2021-09-12","Maui County",0,
"2021-09-12","Statewide",1,
"2021-09-13","Oahu",370,259
"2021-09-13","Kauai",46,37
"2021-09-13","East Hawaii",97,84
"2021-09-13","West Hawaii",47,12
"2021-09-13","Maui County",86,52
"2021-09-13","Statewide",646,444
"2021-09-14","Oahu",216,341
"2021-09-14","Kauai",14,43
"2021-09-14","East Hawaii",54,86
"2021-09-14","West Hawaii",28,28
"2021-09-14","Maui County",46,36
"2021-09-14","Statewide",358,534
"2021-09-15","Oahu",221,279
"2021-09-15","Kauai",27,38
"2021-09-15","East Hawaii",44,76
"2021-09-15","West Hawaii",30,32
"2021-09-15","Maui County",39,57
"2021-09-15","Statewide",361,482
"2021-09-16","Oahu",204,288
"2021-09-16","Kauai",13,26
"2021-09-16","East Hawaii",45,58
"2021-09-16","West Hawaii",22,23
"2021-09-16","Maui County",40,44
"2021-09-16","Statewide",324,439
"2021-09-17","Oahu",206,238
"2021-09-17","Kauai",20,11
"2021-09-17","East Hawaii",51,55
"2021-09-17","West Hawaii",22,23
"2021-09-17","Maui County",58,34
"2021-09-17","Statewide",357,361
"2021-09-18","Oahu",6,232
"2021-09-18","Kauai",1,51
"2021-09-18","East Hawaii",2,58
"2021-09-18","West Hawaii",0,26
"2021-09-18","Maui County",2,51
"2021-09-18","Statewide",11,418
"2021-09-19","Oahu",1,
"2021-09-19","Kauai",0,
"2021-09-19","East Hawaii",0,
"2021-09-19","West Hawaii",0,
"2021-09-19","Maui County",0,
"2021-09-19","Statewide",1,
"2021-09-20","Oahu",349,322
"2021-09-20","Kauai",34,54
"2021-09-20","East Hawaii",63,103
"2021-09-20","West Hawaii",42,55
"2021-09-20","Maui County",73,65
"2021-09-20","Statewide",561,599
"2021-09-21","Oahu",207,379
"2021-09-21","Kauai",11,32
"2021-09-21","East Hawaii",48,116
"2021-09-21","West Hawaii",29,60
"2021-09-21","Maui County",44,76
"2021-09-21","Statewide",339,663
"2021-09-22","Oahu",194,464
"2021-09-22","Kauai",15,10
"2021-09-22","East Hawaii",38,106
"2021-09-22","West Hawaii",25,41
"2021-09-22","Maui County",40,75
"2021-09-22","Statewide",312,696
"2021-09-23","Oahu",181,495
"2021-09-23","Kauai",22,43
"2021-09-23","East Hawaii",40,102
"2021-09-23","West Hawaii",22,58
"2021-09-23","Maui County",43,81
"2021-09-23","Statewide",308,779
"2021-09-24","Oahu",170,327
"2021-09-24","Kauai",21,26
"2021-09-24","East Hawaii",33,81
"2021-09-24","West Hawaii",21,40
"2021-09-24","Maui County",38,57
"2021-09-24","Statewide",283,531
"2021-09-25","Oahu",1,
"2021-09-25","Kauai",0,
"2021-09-25","East Hawaii",0,
"2021-09-25","West Hawaii",0,
"2021-09-25","Maui County",0,
"2021-09-25","Statewide",1,
"2021-09-26","Oahu",1,
"2021-09-26","Kauai",0,
"2021-09-26","East Hawaii",0,
"2021-09-26","West Hawaii",0,
"2021-09-26","Maui County",0,
"2021-09-26","Statewide",1,
"2021-09-27","Oahu",355,321
"2021-09-27","Kauai",32,32
"2021-09-27","East Hawaii",93,92
"2021-09-27","West Hawaii",40,59
"2021-09-27","Maui County",73,74
"2021-09-27","Statewide",593,578
"2021-09-28","Oahu",208,386
"2021-09-28","Kauai",20,27
"2021-09-28","East Hawaii",46,102
"2021-09-28","West Hawaii",22,45
"2021-09-28","Maui County",38,79
"2021-09-28","Statewide",334,639
"2021-09-29","Oahu",199,345
"2021-09-29","Kauai",13,29
"2021-09-29","East Hawaii",45,96
"2021-09-29","West Hawaii",29,43
"2021-09-29","Maui County",36,87
"2021-09-29","Statewide",322,600
"2021-09-30","Oahu",210,477
"2021-09-30","Kauai",25,28
"2021-09-30","East Hawaii",60,113
"2021-09-30","West Hawaii",36,67
"2021-09-30","Maui County",46,97
"2021-09-30","Statewide",377,782
"2021-10-01","Oahu",276,381
"2021-10-01","Kauai",33,30
"2021-10-01","East Hawaii",71,80
"2021-10-01","West Hawaii",34,43
"2021-10-01","Maui County",55,61
"2021-10-01","Statewide",469,595
"2021-10-02","Oahu",4,424
"2021-10-02","Kauai",0,0
"2021-10-02","East Hawaii",0,143
"2021-10-02","West Hawaii",0,64
"2021-10-02","Maui County",0,84
"2021-10-02","Statewide",4,715
"2021-10-03","Oahu",0,
"2021-10-03","Kauai",0,
"2021-10-03","East Hawaii",0,
"2021-10-03","West Hawaii",1,
"2021-10-03","Maui County",0,
"2021-10-03","Statewide",1,
"2021-10-04","Oahu",517,272
"2021-10-04","Kauai",39,32
"2021-10-04","East Hawaii",115,65
"2021-10-04","West Hawaii",74,22
"2021-10-04","Maui County",101,45
"2021-10-04","Statewide",846,436
"2021-10-05","Oahu",320,344
"2021-10-05","Kauai",37,27
"2021-10-05","East Hawaii",67,101
"2021-10-05","West Hawaii",40,49
"2021-10-05","Maui County",62,41
"2021-10-05","Statewide",526,562
"2021-10-06","Oahu",311,343
"2021-10-06","Kauai",27,32
"2021-10-06","East Hawaii",72,92
"2021-10-06","West Hawaii",35,37
"2021-10-06","Maui County",71,66
"2021-10-06","Statewide",516,570
"2021-10-07","Oahu",255,245
"2021-10-07","Kauai",24,18
"2021-10-07","East Hawaii",66,52
"2021-10-07","West Hawaii",29,23
"2021-10-07","Maui County",50,36
"2021-10-07","Statewide",424,374
"2021-10-08","Oahu",257,287
"2021-10-08","Kauai",20,23
"2021-10-08","East Hawaii",52,45
"2021-10-08","West Hawaii",41,28
"2021-10-08","Maui County",42,39
"2021-10-08","Statewide",412,422
"2021-10-11","Oahu",372,281
"2021-10-11","Kauai",38,23
"2021-10-11","East Hawaii",96,52
"2021-10-11","West Hawaii",56,26
"2021-10-11","Maui County",103,51
"2021-10-11","Statewide",665,433
"2021-10-12","Oahu",223,247
"2021-10-12","Kauai",13,44
"2021-10-12","East Hawaii",43,50
"2021-10-12","West Hawaii",42,27
"2021-10-12","Maui County",45,44
"2021-10-12","Statewide",366,412
"2021-10-13","Oahu",217,306
"2021-10-13","Kauai",17,40
"2021-10-13","East Hawaii",56,67
"2021-10-13","West Hawaii",33,54
"2021-10-13","Maui County",49,47
"2021-10-13","Statewide",372,514
"2021-10-14","Oahu",222,290
"2021-10-14","Kauai",21,55
"2021-10-14","East Hawaii",43,88
"2021-10-14","West Hawaii",30,29
"2021-10-14","Maui County",41,42
"2021-10-14","Statewide",357,504
"2021-10-15","Oahu",169,262
"2021-10-15","Kauai",22,14
"2021-10-15","East Hawaii",44,44
"2021-10-15","West Hawaii",29,40
"2021-10-15","Maui County",42,63
"2021-10-15","Statewide",306,423
"2021-10-16","Oahu",1,240
"2021-10-16","Kauai",1,75
"2021-10-16","East Hawaii",2,71
"2021-10-16","West Hawaii",0,35
"2021-10-16","Maui County",0,50
"2021-10-16","Statewide",4,471
"2021-10-17","Oahu",1,
"2021-10-17","Kauai",0,
"2021-10-17","East Hawaii",0,
"2021-10-17","West Hawaii",0,
"2021-10-17","Maui County",0,
"2021-10-17","Statewide",1,
"2021-10-18","Oahu",409,227
"2021-10-18","Kauai",41,37
"2021-10-18","East Hawaii",77,55
"2021-10-18","West Hawaii",47,32
"2021-10-18","Maui County",95,31
"2021-10-18","Statewide",669,382
"2021-10-19","Oahu",230,280
"2021-10-19","Kauai",17,30
"2021-10-19","East Hawaii",59,43
"2021-10-19","West Hawaii",36,35
"2021-10-19","Maui County",37,50
"2021-10-19","Statewide",379,438
"2021-10-20","Oahu",128,205
"2021-10-20","Kauai",12,25
"2021-10-20","East Hawaii",35,50
"2021-10-20","West Hawaii",24,26
"2021-10-20","Maui County",22,29
"2021-10-20","Statewide",221,335
"2021-10-21","Oahu",134,219
"2021-10-21","Kauai",8,25
"2021-10-21","East Hawaii",32,51
"2021-10-21","West Hawaii",11,23
"2021-10-21","Maui County",21,27
"2021-10-21","Statewide",206,345
"2021-10-22","Oahu",181,178
"2021-10-22","Kauai",16,26
"2021-10-22","East Hawaii",37,43
"2021-10-22","West Hawaii",28,22
"2021-10-22","Maui County",38,39
"2021-10-22","Statewide",300,308
"2021-10-23","Oahu",10,
"2021-10-23","Kauai",0,
"2021-10-23","East Hawaii",4,
"2021-10-23","West Hawaii",1,
"2021-10-23","Maui County",1,
"2021-10-23","Statewide",16,
"2021-10-24","Oahu",7,
"2021-10-24","Kauai",2,
"2021-10-24","East Hawaii",2,
"2021-10-24","West Hawaii",1,
"2021-10-24","Maui County",1,
"2021-10-24","Statewide",13,
"2021-10-25","Oahu",299,224
"2021-10-25","Kauai",23,25
"2021-10-25","East Hawaii",74,36
"2021-10-25","West Hawaii",40,23
"2021-10-25","Maui County",47,46
"2021-10-25","Statewide",483,354
"2021-10-26","Oahu",179,283
"2021-10-26","Kauai",16,32
"2021-10-26","East Hawaii",48,54
"2021-10-26","West Hawaii",30,33
"2021-10-26","Maui County",47,51
"2021-10-26","Statewide",320,453
"2021-10-27","Oahu",182,278
"2021-10-27","Kauai",13,27
"2021-10-27","East Hawaii",58,82
"2021-10-27","West Hawaii",32,35
"2021-10-27","Maui County",39,44
"2021-10-27","Statewide",324,466
"2021-10-28","Oahu",186,257
"2021-10-28","Kauai",10,57
"2021-10-28","East Hawaii",49,59
"2021-10-28","West Hawaii",31,14
"2021-10-28","Maui County",40,37
"2021-10-28","Statewide",316,424
"2021-10-29","Oahu",191,211
"2021-10-29","Kauai",14,12
"2021-10-29","East Hawaii",37,58
"2021-10-29","West Hawaii",25,22
"2021-10-29","Maui County",29,24
"2021-10-29","Statewide",296,327
"2021-10-30","Oahu",11,542
"2021-10-30","Kauai",1,1
"2021-10-30","East Hawaii",4,126
"2021-10-30","West Hawaii",3,46
"2021-10-30","Maui County",2,80
"2021-10-30","Statewide",21,795
"2021-10-31","Oahu",10,
"2021-10-31","Kauai",0,
"2021-10-31","East Hawaii",2,
"2021-10-31","West Hawaii",2,
"2021-10-31","Maui County",0,
"2021-10-31","Statewide",14,
"2021-11-01","Oahu",458,277
"2021-11-01","Kauai",65,20
"2021-11-01","East Hawaii",121,70
"2021-11-01","West Hawaii",60,39
"2021-11-01","Maui County",91,48
"2021-11-01","Statewide",795,454
"2021-11-02","Oahu",321,262
"2021-11-02","Kauai",22,27
"2021-11-02","East Hawaii",76,56
"2021-11-02","West Hawaii",32,30
"2021-11-02","Maui County",58,66
"2021-11-02","Statewide",509,441
"2021-11-03","Oahu",259,296
"2021-11-03","Kauai",29,16
"2021-11-03","East Hawaii",78,87
"2021-11-03","West Hawaii",55,45
"2021-11-03","Maui County",68,82
"2021-11-03","Statewide",489,526
"2021-11-04","Oahu",262,309
"2021-11-04","Kauai",21,15
"2021-11-04","East Hawaii",74,106
"2021-11-04","West Hawaii",33,46
"2021-11-04","Maui County",53,60
"2021-11-04","Statewide",443,536
"2021-11-05","Oahu",297,361
"2021-11-05","Kauai",21,30
"2021-11-05","East Hawaii",85,94
"2021-11-05","West Hawaii",40,49
"2021-11-05","Maui County",76,66
"2021-11-05","Statewide",519,600
"2021-11-06","Oahu",0,584
"2021-11-06","Kauai",1,28
"2021-11-06","East Hawaii",2,169
"2021-11-06","West Hawaii",0,84
"2021-11-06","Maui County",1,99
"2021-11-06","Statewide",4,964
"2021-11-07","Oahu",1,
"2021-11-07","Kauai",1,
"2021-11-07","East Hawaii",1,
"2021-11-07","West Hawaii",0,
"2021-11-07","Maui County",0,
"2021-11-07","Statewide",3,
"2021-11-08","Oahu",487,306
"2021-11-08","Kauai",39,33
"2021-11-08","East Hawaii",126,119
"2021-11-08","West Hawaii",60,48
"2021-11-08","Maui County",109,64
"2021-11-08","Statewide",821,570
"2021-11-09","Oahu",258,420
"2021-11-09","Kauai",24,49
"2021-11-09","East Hawaii",79,144
"2021-11-09","West Hawaii",34,57
"2021-11-09","Maui County",73,100
"2021-11-09","Statewide",468,770
"2021-11-10","Oahu",245,328
"2021-11-10","Kauai",13,33
"2021-11-10","East Hawaii",66,141
"2021-11-10","West Hawaii",36,55
"2021-11-10","Maui County",38,79
"2021-11-10","Statewide",398,636
"2021-11-11","Oahu",1,
"2021-11-11","Kauai",5,
"2021-11-11","East Hawaii",0,
"2021-11-11","West Hawaii",0,
"2021-11-11","Maui County",0,
"2021-11-11","Statewide",6,
"2021-11-12","Oahu",346,381
"2021-11-12","Kauai",23,25
"2021-11-12","East Hawaii",97,187
"2021-11-12","West Hawaii",58,62
"2021-11-12","Maui County",71,73
"2021-11-12","Statewide",595,728
"2021-11-13","Oahu",1,
"2021-11-13","Kauai",0,
"2021-11-13","East Hawaii",0,
"2021-11-13","West Hawaii",0,
"2021-11-13","Maui County",0,
"2021-11-13","Statewide",1,
"2021-11-14","Oahu",1,
"2021-11-14","Kauai",0,
"2021-11-14","East Hawaii",0,
"2021-11-14","West Hawaii",0,
"2021-11-14","Maui County",0,
"2021-11-14","Statewide",1,
"2021-11-15","Oahu",363,416
"2021-11-15","Kauai",36,21
"2021-11-15","East Hawaii",123,119
"2021-11-15","West Hawaii",58,70
"2021-11-15","Maui County",85,86
"2021-11-15","Statewide",665,712
"2021-11-16","Oahu",255,441
"2021-11-16","Kauai",25,74
"2021-11-16","East Hawaii",62,109
"2021-11-16","West Hawaii",25,51
"2021-11-16","Maui County",56,62
"2021-11-16","Statewide",423,737
"2021-11-17","Oahu",203,469
"2021-11-17","Kauai",19,52
"2021-11-17","East Hawaii",59,109
"2021-11-17","West Hawaii",25,56
"2021-11-17","Maui County",55,81
"2021-11-17","Statewide",361,767
"2021-11-18","Oahu",195,410
"2021-11-18","Kauai",17,62
"2021-11-18","East Hawaii",61,126
"2021-11-18","West Hawaii",29,38
"2021-11-18","Maui County",47,55
"2021-11-18","Statewide",349,691
"2021-11-19","Oahu",190,456
"2021-11-19","Kauai",23,18
"2021-11-19","East Hawaii",65,102
"2021-11-19","West Hawaii",33,38
"2021-11-19","Maui County",39,60
"2021-11-19","Statewide",350,674
"2021-11-20","Oahu",2,543
"2021-11-20","Kauai",2,76
"2021-11-20","East Hawaii",0,124
"2021-11-20","West Hawaii",0,58
"2021-11-20","Maui County",1,112
"2021-11-20","Statewide",5,913
"2021-11-21","Oahu",0,
"2021-11-21","Kauai",1,
"2021-11-21","East Hawaii",0,
"2021-11-21","West Hawaii",0,
"2021-11-21","Maui County",0,
"2021-11-21","Statewide",1,
"2021-11-22","Oahu",347,427
"2021-11-22","Kauai",31,9
"2021-11-22","East Hawaii",70,126
"2021-11-22","West Hawaii",45,68
"2021-11-22","Maui County",59,100
"2021-11-22","Statewide",552,730
"2021-11-23","Oahu",199,576
"2021-11-23","Kauai",20,30
"2021-11-23","East Hawaii",39,184
"2021-11-23","West Hawaii",26,87
"2021-11-23","Maui County",39,82
"2021-11-23","Statewide",323,959
"2021-11-24","Oahu",162,524
"2021-11-24","Kauai",11,32
"2021-11-24","East Hawaii",31,159
"2021-11-24","West Hawaii",25,73
"2021-11-24","Maui County",31,100
"2021-11-24","Statewide",260,888
"2021-11-26","Oahu",152,325
"2021-11-26","Kauai",12,31
"2021-11-26","East Hawaii",32,116
"2021-11-26","West Hawaii",10,43
"2021-11-26","Maui County",34,69
"2021-11-26","Statewide",240,584
"2021-11-29","Oahu",326,557
"2021-11-29","Kauai",38,30
"2021-11-29","East Hawaii",91,169
"2021-11-29","West Hawaii",38,81
"2021-11-29","Maui County",60,113
"2021-11-29","Statewide",553,950
"2021-11-30","Oahu",216,507
"2021-11-30","Kauai",26,13
"2021-11-30","East Hawaii",44,192
"2021-11-30","West Hawaii",32,60
"2021-11-30","Maui County",53,132
"2021-11-30","Statewide",371,904
"2021-12-01","Oahu",275,502
"2021-12-01","Kauai",32,25
"2021-12-01","East Hawaii",64,185
"2021-12-01","West Hawaii",42,71
"2021-12-01","Maui County",63,98
"2021-12-01","Statewide",476,881
"2021-12-02","Oahu",251,394
"2021-12-02","Kauai",29,48
"2021-12-02","East Hawaii",58,133
"2021-12-02","West Hawaii",21,64
"2021-12-02","Maui County",51,83
"2021-12-02","Statewide",410,722
"2021-12-03","Oahu",253,386
"2021-12-03","Kauai",21,70
"2021-12-03","East Hawaii",83,125
"2021-12-03","West Hawaii",38,61
"2021-12-03","Maui County",42,88
"2021-12-03","Statewide",437,730
"2021-12-04","Oahu",5,169
"2021-12-04","Kauai",0,30
"2021-12-04","East Hawaii",0,63
"2021-12-04","West Hawaii",0,14
"2021-12-04","Maui County",0,38
"2021-12-04","Statewide",5,314
"2021-12-05","Oahu",1,
"2021-12-05","Kauai",0,
"2021-12-05","East Hawaii",0,
"2021-12-05","West Hawaii",0,
"2021-12-05","Maui County",0,
"2021-12-05","Statewide",1,
"2021-12-06","Oahu",440,260
"2021-12-06","Kauai",24,14
"2021-12-06","East Hawaii",131,85
"2021-12-06","West Hawaii",59,42
"2021-12-06","Maui County",77,67
"2021-12-06","Statewide",731,468
"2021-12-07","Oahu",294,307
"2021-12-07","Kauai",35,13
"2021-12-07","East Hawaii",71,142
"2021-12-07","West Hawaii",30,47
"2021-12-07","Maui County",60,85
"2021-12-07","Statewide",490,594
"2021-12-08","Oahu",239,280
"2021-12-08","Kauai",30,14
"2021-12-08","East Hawaii",81,109
"2021-12-08","West Hawaii",40,40
"2021-12-08","Maui County",41,60
"2021-12-08","Statewide",431,503
"2021-12-09","Oahu",200,225
"2021-12-09","Kauai",35,9
"2021-12-09","East Hawaii",61,81
"2021-12-09","West Hawaii",36,31
"2021-12-09","Maui County",48,35
"2021-12-09","Statewide",380,381
"2021-12-10","Oahu",222,239
"2021-12-10","Kauai",25,12
"2021-12-10","East Hawaii",63,89
"2021-12-10","West Hawaii",44,35
"2021-12-10","Maui County",54,56
"2021-12-10","Statewide",408,431
"2021-12-13","Oahu",380,340
"2021-12-13","Kauai",37,17
"2021-12-13","East Hawaii",92,89
"2021-12-13","West Hawaii",48,49
"2021-12-13","Maui County",88,66
"2021-12-13","Statewide",645,561
"2021-12-14","Oahu",217,413
"2021-12-14","Kauai",12,22
"2021-12-14","East Hawaii",62,130
"2021-12-14","West Hawaii",35,44
"2021-12-14","Maui County",42,70
"2021-12-14","Statewide",368,679
"2021-12-15","Oahu",139,319
"2021-12-15","Kauai",16,17
"2021-12-15","East Hawaii",64,123
"2021-12-15","West Hawaii",27,47
"2021-12-15","Maui County",47,95
"2021-12-15","Statewide",293,601
"2021-12-16","Oahu",162,428
"2021-12-16","Kauai",16,17
"2021-12-16","East Hawaii",53,113
"2021-12-16","West Hawaii",28,42
"2021-12-16","Maui County",38,53
"2021-12-16","Statewide",297,653
"2021-12-17","Oahu",161,195
"2021-12-17","Kauai",7,16
"2021-12-17","East Hawaii",41,54
"2021-12-17","West Hawaii",17,30
"2021-12-17","Maui County",27,44
"2021-12-17","Statewide",253,339
"2021-12-18","Oahu",0,1
"2021-12-18","Kauai",1,0
"2021-12-18","East Hawaii",0,0
"2021-12-18","West Hawaii",0,0
"2021-12-18","Maui County",0,0
"2021-12-18","Statewide",1,1
"2021-12-20","Oahu",228,261
"2021-12-20","Kauai",31,22
"2021-12-20","East Hawaii",67,97
"2021-12-20","West Hawaii",30,29
"2021-12-20","Maui County",57,47
"2021-12-20","Statewide",413,456
"2021-12-21","Oahu",138,265
"2021-12-21","Kauai",24,25
"2021-12-21","East Hawaii",43,102
"2021-12-21","West Hawaii",25,29
"2021-12-21","Maui County",32,67
"2021-12-21","Statewide",262,488
"2021-12-22","Oahu",122,263
"2021-12-22","Kauai",11,31
"2021-12-22","East Hawaii",33,51
"2021-12-22","West Hawaii",24,45
"2021-12-22","Maui County",29,63
"2021-12-22","Statewide",219,453
"2021-12-23","Oahu",101,195
"2021-12-23","Kauai",9,29
"2021-12-23","East Hawaii",31,38
"2021-12-23","West Hawaii",22,37
"2021-12-23","Maui County",30,49
"2021-12-23","Statewide",193,348
"2021-12-26","Oahu",0,
"2021-12-26","Kauai",0,
"2021-12-26","East Hawaii",1,
"2021-12-26","West Hawaii",0,
"2021-12-26","Maui County",0,
"2021-12-26","Statewide",1,
"2021-12-27","Oahu",213,218
"2021-12-27","Kauai",32,19
"2021-12-27","East Hawaii",68,42
"2021-12-27","West Hawaii",33,27
"2021-12-27","Maui County",39,56
"2021-12-27","Statewide",385,362
"2021-12-28","Oahu",139,173
"2021-12-28","Kauai",14,10
"2021-12-28","East Hawaii",41,38
"2021-12-28","West Hawaii",22,35
"2021-12-28","Maui County",37,27
"2021-12-28","Statewide",253,283
"2021-12-29","Oahu",150,153
"2021-12-29","Kauai",20,10
"2021-12-29","East Hawaii",48,51
"2021-12-29","West Hawaii",29,16
"2021-12-29","Maui County",35,33
"2021-12-29","Statewide",282,263
"2021-12-30","Oahu",136,238
"2021-12-30","Kauai",15,13
"2021-12-30","East Hawaii",46,72
"2021-12-30","West Hawaii",19,39
"2021-12-30","Maui County",25,38
"2021-12-30","Statewide",241,400
"2021-12-31","Oahu",39,
"2021-12-31","Kauai",7,
"2021-12-31","East Hawaii",18,
"2021-12-31","West Hawaii",6,
"2021-12-31","Maui County",7,
"2021-12-31","Statewide",77,
"2022-01-01","Oahu",5,
"2022-01-01","Kauai",1,
"2022-01-01","East Hawaii",1,
"2022-01-01","West Hawaii",1,
"2022-01-01","Maui County",0,
"2022-01-01","Statewide",8,
"2022-01-03","Oahu",310,223
"2022-01-03","Kauai",27,6
"2022-01-03","East Hawaii",85,81
"2022-01-03","West Hawaii",53,26
"2022-01-03","Maui County",68,34
"2022-01-03","Statewide",543,370
"2022-01-04","Oahu",220,207
"2022-01-04","Kauai",19,11
"2022-01-04","East Hawaii",64,54
"2022-01-04","West Hawaii",30,23
"2022-01-04","Maui County",27,56
"2022-01-04","Statewide",360,351
"2022-01-05","Oahu",220,341
"2022-01-05","Kauai",20,23
"2022-01-05","East Hawaii",59,97
"2022-01-05","West Hawaii",34,33
"2022-01-05","Maui County",45,35
"2022-01-05","Statewide",378,529
"2022-01-06","Oahu",207,230
"2022-01-06","Kauai",21,13
"2022-01-06","East Hawaii",54,72
"2022-01-06","West Hawaii",24,36
"2022-01-06","Maui County",38,34
"2022-01-06","Statewide",344,385
"2022-01-07","Oahu",144,92
"2022-01-07","Kauai",19,5
"2022-01-07","East Hawaii",70,30
"2022-01-07","West Hawaii",30,7
"2022-01-07","Maui County",36,16
"2022-01-07","Statewide",299,150
"2022-01-09","Oahu",0,
"2022-01-09","Kauai",0,
"2022-01-09","East Hawaii",2,
"2022-01-09","West Hawaii",0,
"2022-01-09","Maui County",0,
"2022-01-09","Statewide",2,
"2022-01-10","Oahu",358,193
"2022-01-10","Kauai",39,19
"2022-01-10","East Hawaii",103,67
"2022-01-10","West Hawaii",50,30
"2022-01-10","Maui County",83,49
"2022-01-10","Statewide",633,358
"2022-01-11","Oahu",227,269
"2022-01-11","Kauai",14,16
"2022-01-11","East Hawaii",35,91
"2022-01-11","West Hawaii",28,42
"2022-01-11","Maui County",46,49
"2022-01-11","Statewide",350,467
"2022-01-12","Oahu",195,303
"2022-01-12","Kauai",27,25
"2022-01-12","East Hawaii",46,68
"2022-01-12","West Hawaii",30,34
"2022-01-12","Maui County",53,42
"2022-01-12","Statewide",351,472
"2022-01-13","Oahu",212,338
"2022-01-13","Kauai",23,28
"2022-01-13","East Hawaii",38,70
"2022-01-13","West Hawaii",30,59
"2022-01-13","Maui County",53,60
"2022-01-13","Statewide",356,555
"2022-01-14","Oahu",189,199
"2022-01-14","Kauai",28,15
"2022-01-14","East Hawaii",40,64
"2022-01-14","West Hawaii",25,30
"2022-01-14","Maui County",37,51
"2022-01-14","Statewide",319,359
"2022-01-15","Oahu",2,165
"2022-01-15","Kauai",0,10
"2022-01-15","East Hawaii",0,40
"2022-01-15","West Hawaii",0,34
"2022-01-15","Maui County",0,37
"2022-01-15","Statewide",2,286
"2022-01-17","Oahu",1,
"2022-01-17","Kauai",0,
"2022-01-17","East Hawaii",0,
"2022-01-17","West Hawaii",0,
"2022-01-17","Maui County",0,
"2022-01-17","Statewide",1,
"2022-01-18","Oahu",530,250
"2022-01-18","Kauai",45,37
"2022-01-18","East Hawaii",127,76
"2022-01-18","West Hawaii",56,38
"2022-01-18","Maui County",117,68
"2022-01-18","Statewide",875,469
